transaction_id,amount,is_foreign,high_risk_country,previous_fraud,transaction_type,time_hour,fraud
696,54926.36,1,0,0,Online,15,0
697,83797.3,0,0,1,Online,20,0
698,13668.25,1,0,1,POS,17,1
699,42539.19,0,0,1,POS,11,0
700,71410.14,1,1,1,Online,12,1
701,1281.08,0,0,1,Online,6,0
702,30152.03,1,0,1,POS,9,1
703,59022.97,0,0,1,Online,13,1
704,87893.92,1,1,1,Online,8,1
705,17764.86,1,1,0,POS,10,0
706,46635.81,0,0,0,Online,16,0
707,75506.75,1,0,1,Online,9,0
708,5377.7,0,0,1,Online,8,1
709,34248.64,1,1,0,POS,9,0
710,63119.59,0,1,1,Online,12,1
711,91990.53,1,0,0,Online,16,1
712,21861.48,0,0,1,POS,11,0
713,50732.42,1,1,1,POS,5,1
714,79603.37,0,1,0,POS,7,1
715,9474.32,1,0,1,Online,9,1
716,38345.26,0,0,1,Online,20,0
717,67216.21,1,0,0,POS,3,1
718,96087.15,0,1,0,POS,6,1
719,25958.1,1,1,1,Online,11,1
720,54829.04,1,0,1,Online,16,1
721,83699.99,1,0,1,Online,22,0
722,13570.93,1,1,0,POS,9,0
723,42441.88,0,1,0,POS,21,0
724,71312.82,1,1,0,POS,10,1
725,1183.77,0,0,0,POS,2,0
726,30054.71,1,1,0,POS,11,0
727,58925.66,0,1,0,POS,23,1
728,87796.6,1,1,1,POS,8,1
729,17667.55,0,0,1,POS,7,0
730,46538.49,1,0,1,Online,17,1
731,75409.44,0,0,0,Online,10,0
732,5280.38,1,1,1,POS,11,0
733,34151.33,0,0,1,POS,2,0
734,63022.28,1,0,1,Online,2,1
735,91893.22,0,1,1,Online,21,0
736,21764.17,1,1,1,POS,8,1
737,50635.11,1,0,1,POS,7,0
738,79506.06,0,0,1,Online,13,1
739,9377,1,0,0,POS,10,0
740,38247.95,0,0,1,Online,11,1
741,67118.89,1,1,1,POS,3,1
742,95989.84,0,0,0,POS,4,0
743,25860.78,1,0,1,POS,0,1
744,54731.73,0,1,1,Online,17,1
745,83602.67,1,1,0,Online,21,1
746,13473.62,0,0,1,Online,23,1
747,42344.56,1,0,1,POS,9,0
748,71215.51,0,0,0,POS,19,0
749,1086.45,1,1,1,Online,15,0
750,29957.4,0,1,1,Online,0,1
751,58828.34,1,0,0,POS,3,0
752,87699.29,0,0,0,POS,11,0
753,17570.24,1,1,0,Online,7,0
754,46441.18,1,1,0,Online,4,1
755,75312.13,0,1,0,POS,0,0
756,5183.07,1,0,0,POS,20,0
757,34054.02,0,0,1,POS,20,0
758,62924.96,1,0,0,POS,10,0
759,91795.91,0,1,0,Online,20,0
760,21666.85,1,0,1,Online,16,0
761,50537.8,0,0,0,POS,3,0
762,79408.74,1,0,1,POS,23,1
763,9279.69,0,0,1,POS,14,0
764,38150.63,1,0,0,Online,6,1
765,67021.58,0,1,0,Online,4,1
766,95892.52,1,0,1,POS,9,0
767,25763.47,0,1,1,Online,23,1
768,54634.41,1,1,0,Online,19,0
769,83505.36,1,0,0,Online,20,0
770,13376.3,1,0,1,POS,22,0
771,42247.25,1,0,0,Online,4,0
772,71118.2,0,1,1,POS,15,1
773,989.14,1,1,1,Online,13,1
774,29860.09,0,0,1,POS,15,0
775,58731.03,1,0,1,POS,13,1
776,87601.98,0,1,0,POS,8,1
777,17472.92,1,1,1,Online,18,1
778,46343.87,0,0,1,Online,21,0
779,75214.81,1,0,0,Online,9,1
780,5085.76,0,0,0,Online,17,0
781,33956.7,1,1,1,Online,14,1
782,62827.65,0,0,0,POS,16,1
783,91698.59,1,0,0,POS,0,0
784,21569.54,0,1,0,Online,20,0
785,50440.48,1,1,0,Online,7,1
786,79311.43,1,1,0,POS,15,1
787,9182.37,0,0,0,POS,11,0
788,38053.32,1,0,0,Online,22,0
789,66924.26,0,0,0,Online,17,1
790,95795.21,1,1,1,POS,11,0
791,25666.16,0,1,1,POS,14,1
792,54537.1,1,0,0,Online,21,0
793,83408.05,0,0,1,Online,21,0
794,13278.99,1,1,0,POS,20,1
795,42149.94,0,1,0,Online,12,1
796,71020.88,1,1,1,Online,17,1
797,891.83,0,0,1,Online,4,1
798,29762.77,1,1,1,POS,16,0
799,58633.72,0,1,1,Online,8,0
800,87504.66,1,1,1,Online,13,1
801,17375.61,0,0,1,POS,11,0
802,46246.55,1,0,1,POS,22,1
803,75117.5,1,0,1,Online,15,1
804,4988.44,0,1,1,Online,19,0
805,33859.39,1,0,1,POS,3,0
806,62730.33,0,0,1,POS,22,0
807,91601.28,1,1,0,Online,2,1
808,21472.22,0,1,0,Online,10,0
809,50343.17,1,0,1,POS,12,1
810,79214.12,0,0,0,POS,4,1
811,9085.06,1,0,1,Online,1,0
812,37956.01,0,1,0,Online,18,1
813,66826.95,1,1,0,POS,5,0
814,95697.9,0,0,1,Online,13,1
815,25568.84,1,0,1,Online,4,0
816,54439.79,0,1,0,POS,20,0
817,83310.73,1,1,0,POS,4,1
818,13181.68,0,0,1,Online,9,0
819,42052.62,1,0,0,Online,11,0
820,70923.57,1,0,0,POS,6,0
821,794.51,0,0,1,Online,2,0
822,29665.46,1,1,0,Online,3,0
823,58536.4,0,0,0,POS,9,0
824,87407.35,1,0,1,POS,15,1
825,17278.29,0,1,0,POS,15,0
826,46149.24,1,1,0,Online,1,1
827,75020.18,0,1,1,Online,5,0
828,4891.13,1,1,0,POS,3,1
829,33762.08,0,0,0,Online,3,0
830,62633.02,1,1,1,Online,22,0
831,91503.97,0,1,1,Online,3,1
832,21374.91,1,0,0,POS,18,0
833,50245.86,0,0,1,Online,13,1
834,79116.8,1,0,1,Online,4,1
835,8987.75,1,0,0,POS,11,1
836,37858.69,1,0,0,POS,17,0
837,66729.64,1,0,1,Online,9,0
838,95600.58,0,0,0,POS,7,1
839,25471.53,1,1,0,POS,8,1
840,54342.47,0,1,1,Online,22,0
841,83213.42,1,1,0,Online,2,0
842,13084.36,0,0,0,Online,22,0
843,41955.31,1,0,1,POS,21,0
844,70826.25,0,1,0,Online,17,1
845,697.2,1,1,1,POS,0,0
846,29568.14,0,0,0,POS,7,0
847,58439.09,1,1,0,POS,12,1
848,87310.04,0,1,1,POS,17,1
849,17180.98,1,0,1,Online,22,0
850,46051.93,0,1,1,POS,12,1
851,74922.87,1,0,1,POS,19,0
852,4793.82,1,0,1,Online,22,0
853,33664.76,0,1,1,POS,19,0
854,62535.71,1,0,0,POS,0,1
855,91406.65,0,0,1,Online,3,1
856,21277.6,1,1,1,Online,4,1
857,50148.54,0,1,0,POS,13,0
858,79019.49,1,1,1,POS,20,1
859,8890.43,0,0,0,Online,7,0
860,37761.38,1,0,0,Online,16,0
861,66632.32,0,0,1,POS,4,0
862,95503.27,1,1,1,POS,5,1
863,25374.21,0,1,0,POS,21,0
864,54245.16,1,0,1,Online,2,1
865,83116.1,0,0,1,Online,17,0
866,12987.05,1,1,1,POS,0,0
867,41858,0,1,1,POS,17,1
868,70728.94,1,0,1,Online,22,0
869,599.89,1,0,0,POS,8,0
870,29470.83,0,1,1,Online,18,1
871,58341.78,1,1,1,POS,13,0
872,87212.72,0,1,0,POS,14,0
873,17083.67,1,0,1,Online,12,0
874,45954.61,0,0,0,Online,18,0
875,74825.56,1,0,0,Online,14,0
876,4696.5,0,0,0,POS,18,0
877,33567.45,1,0,0,Online,5,0
878,62438.39,0,1,0,POS,2,1
879,91309.34,1,1,1,Online,7,1
880,21180.28,0,1,1,Online,17,1
881,50051.23,1,0,0,POS,17,0
882,78922.17,0,0,1,POS,8,0
883,8793.12,1,0,1,Online,6,0
884,37664.06,1,1,1,Online,22,1
885,66535.01,1,0,1,POS,13,1
886,95405.96,1,0,1,POS,18,1
887,25276.9,0,0,0,POS,10,0
888,54147.85,1,1,0,Online,4,1
889,83018.79,0,1,1,Online,7,1
890,12889.74,1,0,0,POS,11,0
891,41760.68,0,0,0,POS,17,0
892,70631.63,1,0,1,POS,10,1
893,502.57,0,0,0,POS,8,0
894,29373.52,1,1,0,POS,10,0
895,58244.46,0,0,1,Online,15,1
896,87115.41,1,0,0,POS,22,0
897,16986.35,0,1,1,POS,20,0
898,45857.3,1,1,1,Online,6,1
899,74728.24,0,1,1,Online,11,0
900,4599.19,1,1,1,POS,8,0
901,33470.13,1,0,1,POS,8,0
902,62341.08,0,1,1,Online,3,1
903,91212.02,1,1,0,Online,5,1
904,21082.97,0,0,0,POS,0,0
905,49953.92,1,0,1,POS,17,1
906,78824.86,0,0,0,POS,9,0
907,8695.81,1,1,0,POS,16,0
908,37566.75,0,0,0,POS,23,0
909,66437.7,1,0,0,POS,11,1
910,95308.64,0,0,0,Online,19,0
911,25179.59,1,1,1,POS,12,1
912,54050.53,0,1,0,POS,2,0
913,82921.48,1,1,0,POS,10,0
914,12792.42,0,0,1,Online,8,0
915,41663.37,1,1,1,POS,9,1
916,70534.31,0,0,1,POS,2,1
917,405.26,1,0,0,Online,18,0
918,29276.2,1,0,1,Online,0,1
919,58147.15,0,1,0,POS,18,0
920,87018.09,1,1,1,POS,22,0
921,16889.04,0,0,0,POS,23,0
922,45759.98,1,0,0,Online,17,0
923,74630.93,0,0,1,Online,8,0
924,4501.88,1,1,0,POS,16,0
925,33372.82,0,1,0,POS,22,0
926,62243.77,1,0,1,Online,4,1
927,91114.71,0,0,0,POS,14,0
928,20985.66,1,0,0,Online,7,0
929,49856.6,0,1,1,Online,19,0
930,78727.55,1,1,0,Online,22,1
931,8598.49,0,0,1,POS,0,0
932,37469.44,1,0,1,Online,21,0
933,66340.38,0,1,0,Online,23,0
934,95211.33,1,1,1,POS,21,1
935,25082.27,1,0,1,POS,2,1
936,53953.22,0,0,1,POS,5,1
937,82824.16,1,0,0,Online,22,0
938,12695.11,0,1,0,POS,4,0
939,41566.05,1,1,1,POS,22,0
940,70437,0,0,0,POS,22,0
941,307.94,1,0,0,Online,0,0
942,29178.89,0,1,0,POS,3,0
943,58049.84,1,1,0,POS,15,0
944,86920.78,0,1,0,Online,23,0
945,16791.73,1,0,0,Online,21,0
946,45662.67,0,0,1,Online,8,0
947,74533.62,1,0,0,Online,7,1
948,4404.56,0,0,1,Online,3,1
949,33275.51,1,0,0,Online,13,0
950,62146.45,1,0,0,POS,5,0
951,91017.4,1,1,1,POS,11,0
952,20888.34,1,1,1,Online,22,0
953,49759.29,0,0,0,POS,20,0
954,78630.23,1,0,1,POS,13,1
955,8501.18,0,0,0,Online,9,0
956,37372.12,1,1,1,Online,0,1
957,66243.07,0,0,1,Online,16,0
958,95114.01,1,0,0,POS,20,1
959,24984.96,0,0,1,Online,17,1
960,53855.9,1,1,1,Online,9,0
961,82726.85,0,1,0,Online,11,0
962,12597.8,1,0,0,POS,19,0
963,41468.74,0,0,1,Online,10,0
964,70339.69,1,1,0,Online,2,0
965,210.63,0,1,1,Online,6,0
966,29081.58,1,1,1,POS,15,1
967,57952.52,1,0,0,Online,17,1
968,86823.47,0,0,0,POS,23,0
969,16694.41,1,1,0,POS,22,0
970,45565.36,0,1,1,Online,9,0
971,74436.3,1,0,0,Online,16,1
972,4307.25,0,0,1,POS,12,0
973,33178.19,1,0,1,POS,12,1
974,62049.14,0,1,0,Online,3,0
975,90920.08,1,1,1,Online,12,1
976,20791.03,0,0,1,POS,23,0
977,49661.97,1,0,0,POS,20,1
978,78532.92,0,0,1,Online,14,1
979,8403.86,1,1,1,Online,21,1
980,37274.81,0,0,1,POS,19,0
981,66145.76,1,0,0,POS,18,0
982,95016.7,0,0,1,Online,10,0
983,24887.65,1,1,1,Online,17,0
984,53758.59,1,1,0,Online,9,0
985,82629.54,0,1,1,Online,13,0
986,12500.48,1,0,1,Online,13,0
987,41371.43,0,1,1,POS,15,0
988,70242.37,1,0,1,POS,7,0
989,113.32,0,1,1,Online,23,0
990,28984.26,1,0,0,Online,2,1
991,57855.21,0,1,1,POS,20,0
992,86726.15,1,1,0,POS,0,0
993,16597.1,0,0,1,POS,8,0
994,45468.04,1,0,0,Online,1,0
995,74338.99,0,0,0,POS,11,0
996,4209.93,1,1,0,POS,23,1
997,33080.88,0,1,1,POS,4,1
998,61951.83,1,0,0,Online,6,1
999,90822.77,1,0,0,POS,1,1
